,ID,Event Name,Award ID,Project Title,PI Institution,Other Institution,Prevention and diagnostic tools,Novel approaches and new therapeutic platforms,Immunotherapies and personalized vaccines,Addressing cancer disparities,Pediatric cancers,Specific Aims,Aim 1,Aim 2,Aim 3,Aim 4,Aim 5,Aim 6,Public Health Significance,Award Amount,Grant Start Date:,Grant End Date:,Complete,SR - None,SR - Biobehaviorial MCC,SR - Biorepository & Tissue Tech. MCC,SR - Biostatistics MCC,SR - Clinical Trials Office MCC,SR - Flow Cytometry MCC,SR - Genomics & Computational Bio. MCC,SR - In Vivo Imaging MCC,SR - Microscopy MCC,SR - Radiation Medicine MCC,SR - Transgenic Mouse MCC,SR - Gene Transfer/Targeting/Therap Salk,SR - Transgenic Salk,SR - Mass Spect - Proteom/Metabol Salk,SR - Chemical Library Screening SBPMDI,SR - Functional Genomics SBPMDI,Cancer Metabolism SBPMDI,"Pedal Importance (recruitment, retention, advancement)","If yes, please specify","If no, please specify",Clinical Trials Resulted,First Clinical Trial,First Clinical Trial Patient Count,Second Clinical Trial,Second Clinical Trial Patient Count,Companies Founded,Patents Filed,Patent Details,Peer-Reviewed Publications Count
10,183.0,Initial,182.2,Irreversible electroporation as an In Situ vaccine for pancreatic cancer,LJI,,False,False,True,False,False,Three Specific Aims,To determine whether IRE induces neoantigen-specific T cell responses.,To examine the effects of IRE on the tumor microenvironment (TME).,To augment IRE-induced tumor-specific T-cell responses through overcoming inhibitory pathways.,,,,"Approximately 40,000 people are diagnosed with pancreatic cancer each year in this country.  Unfortunately, most patients-even those with tumors that appear localized on imaging-will  eventually develop distant metastatic disease. The goal of immunotherapy is to utilize the patient's  immune system to reject the invading ""foreign"" tumor like an infection. ""In situ vaccination"" refers to approaches in which the tumor is made to appear more foreign to generate immune responses against it. Electroporation is a common laboratory technique in which electrical voltage is applied to cells to make holes for intracellular delivery of DNA and RNA. Irreversible electroporation (IRE) is a  technique now being used clinically for localized tumors that cannot be removed surgically (locally  advanced tumors). Our hypothesis is that IRE stimulates immunes responses to tumor cells and that we can augment immune responses to IRE with immunotherapy. We will use mouse models of pancreatic cancer to evaluate the effects of IRE on the immune system. We will evaluate the combination of IRE with immunotherapy drugs that are already available as well as novel agents in development. We envision that this approach will increase the proportion of patients with localized disease who are cured. Since we have already started a clinical IRE program at UCSD, a clinical trial in which an immunotherapy drug is given during or after IRE as adjuvant therapy would likely be feasible within 2-3 years.  ",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
11,184.0,Initial,182.3,Irreversible electroporation as an In Situ vaccine for pancreatic cancer,UCSD - not a member of Moores Cancer Center,,False,False,True,False,False,Three Specific Aims,To determine whether IRE induces neoantigen-specific T cell responses.,To examine the effects of IRE on the tumor microenvironment (TME).,To augment IRE-induced tumor-specific T-cell responses through overcoming inhibitory pathways.,,,,"Approximately 40,000 people are diagnosed with pancreatic cancer each year in this country.  Unfortunately, most patients-even those with tumors that appear localized on imaging-will  eventually develop distant metastatic disease. The goal of immunotherapy is to utilize the patient's  immune system to reject the invading ""foreign"" tumor like an infection. ""In situ vaccination"" refers to approaches in which the tumor is made to appear more foreign to generate immune responses against it. Electroporation is a common laboratory technique in which electrical voltage is applied to cells to make holes for intracellular delivery of DNA and RNA. Irreversible electroporation (IRE) is a  technique now being used clinically for localized tumors that cannot be removed surgically (locally  advanced tumors). Our hypothesis is that IRE stimulates immunes responses to tumor cells and that we can augment immune responses to IRE with immunotherapy. We will use mouse models of pancreatic cancer to evaluate the effects of IRE on the immune system. We will evaluate the combination of IRE with immunotherapy drugs that are already available as well as novel agents in development. We envision that this approach will increase the proportion of patients with localized disease who are cured. Since we have already started a clinical IRE program at UCSD, a clinical trial in which an immunotherapy drug is given during or after IRE as adjuvant therapy would likely be feasible within 2-3 years.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
12,49.0,Initial,49.1,Decoding Colon Cancers Using Boolean Principles,Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are  individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result,  the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of  research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract  meaningful information from such noisy collection of Big data in an unbiased way. ",75000.0,2017-06-01,2018-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,my appointment track does not value intramural funding $. ,0.0,,,,,,No,,Six - Ten
13,127.0,Initial,49.2,Decoding Colon Cancers Using Boolean Principles,Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt.,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result, the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract meaningful information from such noisy collection of Big data in an unbiased way.",75000.0,2017-06-01,2018-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,Pedal the Cause motivated the students.,,0.0,,,,,None,Yes,2020-135Human-centered drug discovery: A methodology to identify and validate high-value therapeutic targets for human diseases    2019-217 ?Polyp-print?: a methodology to identify which colon polyps are likely to proceed to colorectal cancers,Two
14,128.0,Initial,49.3,Decoding Colon Cancers Using Boolean Principles,Sanford Burnum,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt.,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result, the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract meaningful information from such noisy collection of Big data in an unbiased way.",75000.0,2017-06-01,2018-05-31,Complete,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,No,,Please see description of the atypical situation of my involvement on the project above. ,0.0,,,,,None,No,,Zero
15,193.0,Initial,193.1,Decoding Colon Cancers Using Boolean Principles,Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result, the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract meaningful information from such noisy collection of Big data in an unbiased way.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
16,194.0,Initial,193.2,Decoding Colon Cancers Using Boolean Principles,Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result, the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract meaningful information from such noisy collection of Big data in an unbiased way.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
17,195.0,Initial,193.3,Decoding Colon Cancers Using Boolean Principles,Sanford Burnum,,True,False,False,False,False,Three Specific Aims,Build a virtual colon crypt,Visualize the altered organization of crypts in colon cancers,Assess the risk of neoplasia in pre-neoplastic lesions of the colon,,,,"Colorectal cancer is the 3rd most common cancer in the US. Despite a large amount of work that has concentrated  on understanding colon tumor formation, we still do not know the full complement of molecular lesions that are  individually necessary (and together sufficient) to cause colorectal cancer. Neither do we understand why some  specific mutations that are relatively rare in other tumors are extremely common in colorectal cancer. As a result,  the race toward personalized and precision-based management plan in colorectal cancer has seen a lost decade  with little to nothing that has translated to the cancer clinics after the discovery of the impact of tumor  microsatellite instability status in the mid-90's. Big data (gene expression datasets), meanwhile, has accumulated  from multiple studies, but has had a 'streetlight effect': where and how we look affects what we see through our  own biases. Thus, a lot of what has been accomplished using such big data is justification/ rationalization of  research through the same bias-filled traditional reductionist approach [one protein, pathway at a time based on  where one wanted to look]. Which can explain why most pre-clinically identified therapeutic target or biomarkers identified at the bench stumble during translation into clinics. Currently, there is no effective way to extract meaningful information from such noisy collection of Big data in an unbiased way. ",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
18,51.0,Initial,51.1,Deciphering the role of RNA editing in leukemia stem cell generation and pediatric acute leukemia relapse,Moores Cancer Center,,False,False,False,False,True,One Specific Aim,To determine the functional significance of ADAR-mediated RNA editing in LSC-driven ALL relapse.,,,,,,"Acute lymphoblastic leukemia (ALL) is the commonest childhood cancer and leukemia relapse after treatment is an important cause of cancer-related death. Leukemia relapse is caused by a distinct subset of cells called ""leukemia stem cells"" (LSC) that have the unique capacity to maintain themselves for a long period of time while remaining in a dormant state. This enables them to evade elimination by conventional cancer treatments such as chemotherapy and radiotherapy, which preferentially kill rapidly multiplying cells. This project aims to study the signals and pathways that are important in propagating these LSC. Previous work in our lab in chronic myeloid leukemia (CML) has shown that inflammatory signals activate a family of enzymes called adenosine deaminase acting on RNA (ADAR) which generates LSC and leads to progression of CML from an indolent ""chronic phase"" to an aggressive ""blast crisis"" phase that is resistant to treatment. However, the role of ADAR in generating LSC in ALL is not known. Work in our lab showed that there is high expression of ADAR1 in human ALL. Hence, we have established a mouse model of ALL by transferring cells purified from leukemia patient's bone marrow into immune-deficient mice. We will perform latest molecular tests that will allow us to track the functional activity of ADAR1 in LSC in live mice that harbor human ALL. This will enable us to understand how ADAR mediates LSC maintenance and dormancy, thereby revealing novel targets that may be utilized in elimination of the LSC that drives leukemia relapse. have very limited therapeutic options.",75000.0,2017-06-01,2018-05-31,Complete,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Yes,Pedal the cause helped us to recruit five faculty members because of the extraordinary discoveries that it fueled.,,2.0,Ruxolitinib with or without navitoxlax (Abbvie),2.0,Ruxolitinib with or without BET inhibitors (CPI),2.0,Aspera Biomedicines,Yes,Please see justia patents:  https://patents.justia.com/search?q=Catriona+jamieson,More than Ten
19,130.0,Initial,51.2,Deciphering the role of RNA editing in leukemia stem cell generation and pediatric acute leukemia relapse,Rady Children's,,False,False,False,False,True,One Specific Aim,To determine the functional significance of ADAR-mediated RNA editing in LSC-driven ALL relapse.,,,,,,"Acute lymphoblastic leukemia (ALL) is the commonest childhood cancer and leukemia relapse after treatment is an important cause of cancer-related death. Leukemia relapse is caused by a distinct subset of cells called ""leukemia stem cells"" (LSC) that have the unique capacity to maintain themselves for a long period of time while remaining in a dormant state. This enables them to evade elimination by conventional cancer treatments such as chemotherapy and radiotherapy, which preferentially kill rapidly multiplying cells. This project aims to study the signals and pathways that are important in propagating these LSC. Previous work in our lab in chronic myeloid leukemia (CML) has shown that inflammatory signals activate a family of enzymes called adenosine deaminase acting on RNA (ADAR) which generates LSC and leads to progression of CML from an indolent ""chronic phase"" to an aggressive ""blast crisis"" phase that is resistant to treatment. However, the role of ADAR in generating LSC in ALL is not known. Work in our lab showed that there is high expression of ADAR1 in human ALL. Hence, we have established a mouse model of ALL by transferring cells purified from leukemia patient's bone marrow into immune-deficient mice. We will perform latest molecular tests that will allow us to track the functional activity of ADAR1 in LSC in live mice that harbor human ALL. This will enable us to understand how ADAR mediates LSC maintenance and dormancy, thereby revealing novel targets that may be utilized in elimination of the LSC that drives leukemia relapse. have very limited therapeutic options.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
20,198.0,Initial,198.1,Deciphering the role of RNA editing in leukemia stem cell generation and pediatric acute leukemia relapse,Rady Children's,,False,False,False,False,True,One Specific Aim,Deciphering the Role of RNA Editing in Leukemia Stem Cell Generation and Pediatric Acute Leukemia Relapse    Specific Aim  To determine the functional significance of ADAR-mediated RNA editing in LSC-driven ALL relapse.  ,,,,,,"Acute lymphoblastic leukemia (ALL) is the commonest childhood cancer and leukemia relapse after treatment is an important cause of cancer-related death. Leukemia relapse is caused by a distinct subset of cells called ""leukemia stem cells"" (LSC) that have the unique capacity to maintain themselves for a long period of time while remaining in a dormant state. This enables them to evade elimination by conventional cancer treatments such as chemotherapy and radiotherapy, which preferentially kill rapidly multiplying cells. This project aims to study the signals and pathways that are important in propagating these LSC. Previous work in our lab in chronic myeloid leukemia (CML) has shown that inflammatory signals activate a family of enzymes called adenosine deaminase acting on RNA (ADAR) which generates LSC and leads to progression of CML from an indolent ""chronic phase"" to an aggressive ""blast crisis"" phase that is resistant to treatment. However, the role of ADAR in generating LSC in ALL is not known. Work in our lab showed that there is high expression of ADAR1 in human ALL. Hence we have established a mouse model of ALL by transferring cells purified from leukemia patient's bone marrow into immune-deficient mice. We will perform latest molecular tests that will allow us to track the functional activity of ADAR1 in LSC in live mice that harbor human ALL. This will enable us to understand how ADAR mediates LSC maintenance and dormancy, thereby revealing novel targets that may be utilized in elimination of the LSC that drives leukemia relapse. ",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
21,199.0,Initial,198.2,Deciphering the role of RNA editing in leukemia stem cell generation and pediatric acute leukemia relapse,UCSD - not a member of Moores Cancer Center,,False,False,False,False,True,One Specific Aim,Deciphering the Role of RNA Editing in Leukemia Stem Cell Generation and Pediatric Acute Leukemia Relapse    Specific Aim  To determine the functional significance of ADAR-mediated RNA editing in LSC-driven ALL relapse.  ,,,,,,"Acute lymphoblastic leukemia (ALL) is the commonest childhood cancer and leukemia relapse after treatment is an important cause of cancer-related death. Leukemia relapse is caused by a distinct subset of cells called ""leukemia stem cells"" (LSC) that have the unique capacity to maintain themselves for a long period of time while remaining in a dormant state. This enables them to evade elimination by conventional cancer treatments such as chemotherapy and radiotherapy, which preferentially kill rapidly multiplying cells. This project aims to study the signals and pathways that are important in propagating these LSC. Previous work in our lab in chronic myeloid leukemia (CML) has shown that inflammatory signals activate a family of enzymes called adenosine deaminase acting on RNA (ADAR) which generates LSC and leads to progression of CML from an indolent ""chronic phase"" to an aggressive ""blast crisis"" phase that is resistant to treatment. However, the role of ADAR in generating LSC in ALL is not known. Work in our lab showed that there is high expression of ADAR1 in human ALL. Hence we have established a mouse model of ALL by transferring cells purified from leukemia patient's bone marrow into immune-deficient mice. We will perform latest molecular tests that will allow us to track the functional activity of ADAR1 in LSC in live mice that harbor human ALL. This will enable us to understand how ADAR mediates LSC maintenance and dormancy, thereby revealing novel targets that may be utilized in elimination of the LSC that drives leukemia relapse. ",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
